"","screenname","tweets"
"3860","KrisBellino",".@WIBXnews  @realDonaldTrump @HillaryClinton take Florida #Elections #Election2016 https://t.co/TJpHMxef7X"
"3861","batman4600","@foxnation @realDonaldTrump I am Voting for YOU #DonaldTrump if You are the #GOP Nomination in November #Election2016 Dave :-)"
"3862","Mitcheka2","@realDonaldTrump such a sore loser! #cruzcrew #NYPrimary #Election2016 
Trump takes on The Wall Street Journal—again https://t.co/EKmEbxPRyW"
"3863","josefesar","El señor @realDonaldTrump y sus votantes idiotas me dan entre risa, irá y asco. #Election2016 https://t.co/BYGtjJHaxg"
"3864","tdh052883","@realDonaldTrump @megynkelly Love Ya Trump But I Stopped Watching Megyn, Prefer Not To Hear About Her Anymore :-( #Trump2016 #Election2016"
"3865","nakleh","@realDonaldTrump you are a giant piece of shit. #MakeDonaldDrumpfAgain #election2016"
"3866","Nu_Metal_Man","RT @AlexLawNJ: .@realDonaldTrump is a terrifying #candidate, but he may help the #Senate get a #Dem majority again! #Election2016  https://…"
"3867","fitzflyer83","RT @foxnation: Poll: @SenTedCruz Takes HUGE Lead In Utah, @realDonaldTrump Dead Last https://t.co/9q0Fa92UIP #Election2016"
"3868","NJMike319","RT @foxnation: Poll: @SenTedCruz Takes HUGE Lead In Utah, @realDonaldTrump Dead Last https://t.co/9q0Fa92UIP #Election2016"
"3869","RealDonTurner","Is Obama behind the riots @realDonaldTrump rallies? Does Obama have more plans to keep Americans for voting on #Election2016? @seanhannity"
"3870","MidGrndBlvr","RT @foxnation: Poll: @SenTedCruz Takes HUGE Lead In Utah, @realDonaldTrump Dead Last https://t.co/9q0Fa92UIP #Election2016"
"3871","SoniaPennell","RT @foxnation: Poll: @SenTedCruz Takes HUGE Lead In Utah, @realDonaldTrump Dead Last https://t.co/9q0Fa92UIP #Election2016"
"3872","GumleafG","RT @MikeHudema: I gotta say this makes a lot of sense. #Election2016  @realDonaldTrump @HillaryClinton @BernieSanders #Batman https://t.co/…"
"3873","the_hitman8403","RT @RickCanton: TAKE THE PLEDGE!

Tell the @GOP - @realDonaldTrump won't get your vote. No matter what.

#NeverTrump #Election2016 https://…"
"3874","EnkiSpeaking","RT @kupajo322: <U+2606> WE MUST STAY #UNITED <U+2606>»#TrumpTrain <U+2606>
<U+2606> EVEN AFTER <U+2606>»@realDonaldTrump <U+2606> WINS #Election2016 »HE STILL NEEDS SUPPORT! https:/…"
"3875","BillVanWagner","@realdonaldtrump = #DarthVader ???
#StarWars #election2016 #Decision2016 #Vote2016… https://t.co/QT9n37b9qf"
"3876","omarjefferson","RT @THE617VIP: CRAZY Video of @realDonaldTrump Using #Cocaine https://t.co/Il5Bo1iqC4 #Trump2016 #DonaldJTrump #Trump #Election2016 #drugs …"
"3877","ariendeau","RT @SaysMissy: America and the world are starving for leadership, why @realDonaldTrump was so welcomed at  #AIPAC2016. #Election2016 #Leade…"
"3878","4nightremember","RT @jackiefell: Speaking at #AIPAC @realdonaldtrump calls @hillaryclinton a ""total disaster."" #election2016"
"3879","Fiatgrlprobz","RT @mikekimelman: #talkshitgethit - The unofficial policy at @realDonaldTrump campaign events. #Election2016"
"3880","glasshausstoner","Laughing at us!  
#WakeUpAmerica #republicans #democrats  #politics  #hypocrisy  #Election2016 @realDonaldTrump https://t.co/aPcfLpBnuq"
"3881","LoriFagnani","RT @kupajo322: <U+2606> WE MUST STAY #UNITED <U+2606>»#TrumpTrain <U+2606>
<U+2606> EVEN AFTER <U+2606>»@realDonaldTrump <U+2606> WINS #Election2016 »HE STILL NEEDS SUPPORT! https:/…"
"3882","pombero135","RT @EdRogersDC: What's the difference between @realDonaldTrump and @tedcruz? My take: https://t.co/DvBasYc044 #Election2016 @PostOpinions @…"
"3883","sovizralg","@foxandfriends @EricTrump sad that Fox News is in the bag for @realDonaldTrump the bias is sad #Election2016"
"3884","bobbyhochu","RT @foxnation: Survey: Sizable Number Of Dems Ready To Defect To @realDonaldTrump https://t.co/NPW6kLSdEs #DonaldTrump #election2016"
"3885","AllahIslamQuran","RT @USAelection: . @realDonaldTrump Next #SOTU is by #Trump
#Election2016 #VoteTrump2016 #Trump2016 #MakeAmericaGreatAgain #TrumpTrain
FOLL…"
"3886","MassPolProfMo","How @realdonaldtrump and @tedcruz use immorality as debate strategy https://t.co/4QRCSkMmoI #foxdebate #mapoli #fitn #election2016"
"3887","CalamityDC",".@realDonaldTrump accepts the mantle of anger at #GOPDebate #quotes #GOP #tcot #Election2016 https://t.co/QZp2SJJD15 https://t.co/aYFuTxqgkD"
"3888","TejasKat","@SocialDemTalk #DSA donated $81,207.92 to @BernieSanders / FYI: @realDonaldTrump #Election2016 https://t.co/KoYcQbZVLo"
"3889","uspatrol","@SarahPalinUSA will be on stage in Iowa with @realDonaldTrump at 6PM ET announcing her endorsement for him! #tcot #teaparty #Election2016"
"3890","wbznewsradio",".@realdonaldtrump: It ""wasn't appropriate"" to talk about #TedCruz at @libertyu event. ""When the time comes"" he will. #Election2016"
"3891","AaronPresleyM","@realDonaldTrump using ratings?? Yeah he's a great negotiator #DuckingDonald #iacaucus #Election2016"
"3892","Griznation80","@realDonaldTrump you scared of @megynkelly? Your too weak for America #Cruz2016 #Election2016 @glennbeck @DocThompsonShow @skiplacombe"
"3893","davegarlandusa","I wanted to like @realDonaldTrump, but he's starting to let Conservatives down for so many reasons now. #Election2016 #IowaCaucus #NYvalues"
"3894","nick4iezos",".@tedcruz just challenged @realDonaldTrump to a 1 on 1 debate before Iowa caucus #Election2016"
"3895","PhilDuggan1","What parts of the #constitution would a president @realDonaldTrump preserve, protect, enforce? #Election2016 #Primaries"
"3896","FishTaco_SC","RT @MegKinnardAP: .@henrymcmaster stumps for @realDonaldTrump here in SC. #Election2016  https://t.co/IT7rSbSeXA"
"3897","DRMspec","Has @realDonaldTrump offered any legal and constitutional remedies to the supposed woes of the US? I haven't heard any #Election2016"
"3898","evarnado1","RT @dkeithanderson: Don't vote for Mr. Potter. #StandWithRand @RandPaul @realDonaldTrump #republicandebate #Election2016 #politics https://…"
"3899","joehaber2","@realDonaldTrump your reporter @cnn who interviewed was rude and obnoxious and  out of place please do better #Election2016 #CNN"
"3900","johneyes","Do you trust #DonaldTrump with his finger on the button?|@realDonaldTrump #Election2016 #GOP #GOPDebate"
"3901","MichaelBicak","#FloZiegfield #PTBarnum #RonaldReagan, etc. Showmanship &amp; selling 2 suckers - Dismiss @realDonaldTrump at your own peril. #Election2016"
"3902","puddingnacloud","RT @foxnation: Poll: @SenTedCruz Takes HUGE Lead In Utah, @realDonaldTrump Dead Last https://t.co/9q0Fa92UIP #Election2016"
"3903","gdnem","RT @ARTISTstacy: @realDonaldTrump , #TrumpAlways, #GOP, #Election2016 ,#Bernie2016 https://t.co/XyoodSAtZY"
"3904","songbirder74","RT @paulmotty: #ArizonaPrimary could be the last chance to stop @realDonaldTrump becoming the GOP nominee. #Election2016 https://t.co/e1K87…"
"3905","whcir","RT @Anarchyball: #Election2016 this is the sticker you should receive when voting for @realDonaldTrump @HillaryClinton @SenSanders https://…"
"3906","CruzinAhead","RT @foxnation: Poll: @SenTedCruz Takes HUGE Lead In Utah, @realDonaldTrump Dead Last https://t.co/9q0Fa92UIP #Election2016"
"3907","The_Sean_B","RT @foxnation: Poll: @SenTedCruz Takes HUGE Lead In Utah, @realDonaldTrump Dead Last https://t.co/9q0Fa92UIP #Election2016"
"3908","RMK_II","RT @foxnation: Poll: @SenTedCruz Takes HUGE Lead In Utah, @realDonaldTrump Dead Last https://t.co/9q0Fa92UIP #Election2016"
"3909","Tazmanian5","RT @foxnation: Poll: @SenTedCruz Takes HUGE Lead In Utah, @realDonaldTrump Dead Last https://t.co/9q0Fa92UIP #Election2016"
"3910","Jonez79","@realDonaldTrump no thanks to you Drumpf and every other lib who supported and donated to Her Thighness.  @tedcruz #Election2016"
"3911","TejasKat","Notorious Washington consultant behind anti- @realDonaldTrump campaign https://t.co/pS8gSneKRP #Trump2016 #Election2016"
"3912","g2taylor","RT @THE617VIP: CRAZY Video of @realDonaldTrump Using #Cocaine https://t.co/Il5Bo1iqC4 #Trump2016 #DonaldJTrump #Trump #Election2016 #drugs …"
"3913","texas66","RT @RickCanton: TAKE THE PLEDGE!

Tell the @GOP - @realDonaldTrump won't get your vote. No matter what.

#NeverTrump #Election2016 https://…"
"3914","wayneh0813","@wrightr @washingtonpost @realDonaldTrump @pbump Can't watch it, I lose brain cells every time I hear that man speak. #Election2016 #gop"
"3915","SierraDelFuego","@realDonaldTrump I agree, you've got 5 headlines on Faux News!  You're a joke. #NeverTrump #Election2016"
"3916","AngeloFactsOnly","RT @foxnation: Poll: @SenTedCruz Takes HUGE Lead In Utah, @realDonaldTrump Dead Last https://t.co/9q0Fa92UIP #Election2016"
"3917","BigGator5","#Trump2016: Get A @realDonaldTrump (Large, #NavyBlue) #TShirt Today! https://t.co/3aZwbj8EWW #tcot #p2 #election2016 (050)"
"3918","AGirlCalledD","Can you imagine what kind of war @realDonaldTrump would start in a situation like this?  #brussels #DumpTrump #Election2016"
"3919","kickitdotcom","This gave me a chill <f0><U+009F><U+0091><U+008D>
Direct message form Brussels to @realDonaldTrump 
#MAGA #PresidentTrump #Election2016 #Trump https://t.co/1sk6rZZwph"
"3920","DanielWiklander","RT @juliacreinhart: WaPo: We met with @realDonaldTrump. Electing him will still be a radical risk. https://t.co/VjMF6ycVkL #Election2016"
"3921","jowie_gfv","RT @ARTISTstacy: @realDonaldTrump , #Election2016 , #Bernie2016 , #TrumpTrain, #trumptantrums , #politico, #education, #BarackObama https:/…"
"3922","JimLWeaver1","RT @RickCanton: TAKE THE PLEDGE!

Tell the @GOP - @realDonaldTrump won't get your vote. No matter what.

#NeverTrump #Election2016 https://…"
"3923","WERStanford","RT @infowars: Filmmaker Reveals Difference Between @realDonaldTrump And @tedcruz - https://t.co/pvvVmOoHGX #gop #election2016"
"3924","xo__bianca","RT @joseiswriting: when @realDonaldTrump says he'll win the Hispanic vote...remember these FACTS from @emergingus #Election2016 https://t.c…"
"3925","changing80","RT @RickCanton: TAKE THE PLEDGE!

Tell the @GOP - @realDonaldTrump won't get your vote. No matter what.

#NeverTrump #Election2016 https://…"
"3926","tdh052883","@realDonaldTrump - Get A Super Pac To Do The Dirty Work, Then Say ""NOT ME"" Thats What @tedcruz Does. #Trump2016 #Election2016"
"3927","gi_dcgomes","RT @ARTISTstacy: @realDonaldTrump , #RacismStopsWithMe , #MuslimsForPeace , #BlackLivesMatter , #GOP, #election2016, #Bernie2016 https://t.…"
"3928","RawrRenSki","RT @ARTISTstacy: @realDonaldTrump , #RacismStopsWithMe , #MuslimsForPeace , #BlackLivesMatter , #GOP, #election2016, #Bernie2016 https://t.…"
"3929","330ci","@limbaugh @realDonaldTrump #undecidedvoter #Election2016  https://t.co/i0NhuhYpvh"
"3930","unconcious0","RT @AerialChannel: WE ARE NEW REPUBLICANS
 VOTE TRUMP
#Election2016 @realDonaldTrump #TrumpTrain #Trump2016   https://t.co/f2q1qs0wJR"
"3931","eSeniorClub","WE ARE NEW REPUBLICANS
 VOTE TRUMP
#Election2016 @realDonaldTrump #TrumpTrain #Trump2016   https://t.co/BXPQmxpFcs"
"3932","FittedHickory","@realDonaldTrump has changed the way the ball bounces in political races - @jdickerson @CBS #Election2016 <f0><U+009F><U+008F><U+0090>"
"3933","JNLILLYIII","RT @RiskRewardFBN: .@RobertJohnDavi on why he believes @realDonaldTrump would be the best #POTUS #Election2016 #GOP @DeirdreBolton https://…"
"3934","repmom2","RT @MaxxLeight: WE ARE NEW REPUBLICANS
 VOTE TRUMP
#Election2016 @realDonaldTrump #TrumpTrain #Trump2016   https://t.co/mwRkQFbk3R"
"3935","wyobuck","RT @infowars: The Republicans are Already Stealing the Nomination from @realDonaldTrump - https://t.co/VVOTRVXRBk #Election2016"
"3936","keading_david","RT @infowars: The Republicans are Already Stealing the Nomination from @realDonaldTrump - https://t.co/VVOTRVXRBk #Election2016"
"3937","Mitcheka2","Gutless @realDonaldTrump #CAprimary #PAprimary #WIprimary #NYPrimary #CTPrimary #NEPRIMARY #GOPprimary #Election2016 https://t.co/oKJ4DUgOqJ"
"3938","CoTeaMConsultin","Hey @GOP here is a thought, why not unite for @realDonaldTrump? Imagine what can be done with that force.  #Election2016 Time for a #change"
"3939","vickieboechler","RT @foxnewsvideo: .@realDonaldTrump seriously considering White House run? #Election2016 @foxandfriends | http://t.co/bgHBFWOn8r"
"3940","Dhild11","RT @realDonaldTrump: ""@TheUSALifeStyle: @GOP #DonaldTrump #Election2016 (it will happen) GOP MUST SUPPORT Donald Trump #GOP #Politics http://t.co/CdqPiUedqs"""
"3941","USAelection","#Hillary2016 @HillaryClinton 3678,029
#ZeroChance?!
#Trump2016 @realDonaldTrump 3002,872
#USAelection #Election2016 
https://t.co/ysx4lViPYR"
"3942","BitchyBitchin","How about a @GOP debate btwn  JUST @realDonaldTrump &amp; GovChristie? Talk about douchebaggery overload #election2016 http://t.co/LytgqtX9yH"
"3943","TheUSALifeStyle","@veteranstoday VOTE For DONALD TRUMP To #MakeAmericaGreatAgain @realDonaldTrump #Trump2016 #Election2016 http://t.co/MMKkTaTapk"
"3944","TheUSALifeStyle","@Voices4Troops VOTE For DONALD TRUMP To #MakeAmericaGreatAgain @realDonaldTrump #Trump2016 #Election2016 http://t.co/MMKkTaTapk"
"3945","TheUSALifeStyle","@VetsNetwork VOTE For DONALD TRUMP To #MakeAmericaGreatAgain @realDonaldTrump #Trump2016 #Election2016 http://t.co/MMKkTaTapk"
"3946","ethansimmons111","RT @realDonaldTrump: ""@ChipB: Like him or not @realDonaldTrump says EXACTLY what he thinks and doesn't beat around the bush. And that's admirable. #Election2016"""
"3947","RealAnnise","I am now convinced that @realDonaldTrump truly believes that the highest office in the U.S. is a joke. Why would he even run? #Election2016"
"3948","ISchmidtFaced","RT @ainsleyearhardt: #BREAKING #NEWS It is official @realDonaldTrump will enter the 2016 Republican race for President. #Election2016 @FoxFriendsFirst"
"3949","SwAynewslist","@HOT97 I would not be able to consider him or take him seriously as a presidential candidate.  @realDonaldTrump #Election2016 #DonaldTrump"
"3950","narlak","Announcing his presidential run @realDonaldTrump said today, ""I'm really rich."" Good start bro. https://t.co/UHrQpBmEVX #Election2016"
"3951","jessicafishy14","RT @realDonaldTrump: ""@TheUSALifeStyle: @GOP #DonaldTrump #Election2016 (it will happen) GOP MUST SUPPORT Donald Trump #GOP #Politics http://t.co/CdqPiUedqs"""
"3952","ATFAction","Study: @realDonaldTrump tax plan would add $34 trillion to national debt https://t.co/StV8N2zFmm #election2016 https://t.co/6ASL4X17Jx"
"3953","Eagle980","J.K. Rowling: 'Voldemort Was Nowhere Near As Bad' As @realDonaldTrump :
 https://t.co/OdsRYcMMUH @jk_rowling #voldemort #election2016"
"3954","USAelection","#Trump(@realDonaldTrump) to save #USA &amp; #Islam from #Terrorists
#Poll #Polls
#Election2016 #Trump2016 #Logic 
VOTE"
"3955","Robert_Ablett","RT @PolToons: It Still Looks Lopsided... by Lisa Benson #MerryChristmas @realDonaldTrump #Election2016 https://t.co/CUXG38plgm https://t.co/yYTZ9rKWYy"
"3956","TheLibRepublic",".@realDonaldTrump Defends Putin's Killing of Journalists https://t.co/Sq76jTOzka #tcot #tlot #Putin #Election2016 #DonaldTrump #FeelTheBern"
"3957","calizonie","@meetthepress @DWStweets @realDonaldTrump is @TheDemocrats @HillaryClinton dream opponent in #Election2016 probably only one she'd beat."
"3958","kellimedaglia","@JebBush @rebeccagberg @GStephanopoulos @FrankLuntz @KatiePavlich --------- @realDonaldTrump actually HAS policy positions? #Election2016"
"3959","RickCanton","Wow.

@realDonaldTrump is going to start watching his Muslim American friends. Because ""we need to protect our citizens.""

#Election2016"
"3960","448supply","Christian terrorist @realDonaldTrump should we not cleanse america of these lunatics killing people ? #Election2016 https://t.co/yVOoBytA1G"
"3961","BrutalHonesty5","Is @realDonaldTrump the trojan horse that #trump talks about ? #Trump2016 IS THE TROJAN HORSE in the #GOP to hand #Democrats #Election2016"
"3962","TrinityWe3in1","RT @LiamTheBrewer: @realDonaldTrump - #London answers back 

#Trump 
#TrumpFacts 
#Trump2016 
#TrumpForPresident 
#Election2016 https://t.co/dFLnHqTIZ5"
"3963","WWNikiDo","RT @PolToons: The Power of Celebrity #GameChanger @realDonaldTrump #Election2016 #RealityTV @Varvel  https://t.co/dsE1IIp3IA https://t.co/9v3eY3xTG7"
"3964","RandallWanke","@realDonaldTrump thanks for the Christmas card.My family wants to share a Christmas message with you https://t.co/wttFIgzgMS #Election2016"
"3965","Lenix_gff","Who would you like to reach the white house first?  @realDonaldTrump #Election2016 #terrorisme"
"3966","emurray1","Crowd is well over 1000 people now inside @BackAtTheMac to see @realDonaldTrump ! #politics #election2016 https://t.co/9DnJxvLMnE"
"3967","RWDSCommander","•Rt this
•Follow me
•Follow everyone who rts 
•Gain followers
•follow @realDonaldTrump 
#WeAreAllTrump
#Trump2016 
#TrumpTrain
#Election2016"
"3968","AndrewTheGOP","RT @GOP_CNTRL: Jeb Bush Challenges Donald Trump To One on One Debate https://t.co/KjcpdPzzKN @realDonaldTrump @JebBush #Election2016 #GOP #tcot"
"3969","PolToons","Defying Gravity @realDonaldTrump via @sdutBreen #Election2016 #Trump2016 #StopHillary https://t.co/b0vjdEzg5v https://t.co/gZOBoygjNP"
"3970","ShennaFoxMusic","https://t.co/fNaobY2P2r 
At present 40% of Blacks and 45% of Hispanics behind @realDonaldTrump #Trump will win #Election2016 in a landslide"
"3971","CharismaMolotov","What do you have to say about this, @realDonaldTrump ???

#election2016 #GOPDebate #PresidentialMediaChat  https://t.co/AbOAYERUvD"
